,phrase,bank
1311,Потребительский кредит сбербанка и какой процент http://t.co/WNVDBVSb6q,sberbank
1312,Как получить кредитную карту сбербанка если есть зарплатная http://t.co/KCGrW4PQhg,sberbank
1313,Эксперты: Новый сайт Сбербанка ориентирован на клиентов,sberbank
1314,Суд отказался вернуть в прокуратуру дело о коммерческом подкупе двух сотрудников Сбербанка #news,sberbank
1315,«Капитал-полис страхование» аккредитовано при Сбербанке: Аккредитация дает компании право страховать имущество... http://t.co/6LEewO2rYJ,sberbank
1316,«Капитал-полис страхование» аккредитовано при Сбербанке: Аккредитация дает компании право страховать имущество... http://t.co/OM53qfE0en,sberbank
1317,Сбербанк приступает к выплатам страхового возмещения вкладчикам Смоленского Банка,sberbank
1318,#RT #ru_ff Потерял карту Сбербанка.,sberbank
1319,почему не заходит на сбербанк онлайн http://t.co/sa7j21vbvd,sberbank
1320,Сибирский Сбербанк намерен экономить на себе,sberbank
1321,Надо пидорить в сбербанк и снять деньги. :/,sberbank
1322,"@KolotovaKatya скорее экзамены и зачеты покупать ,у нас стоят банкоматы других банков ,а сбербанка не было",sberbank
1323,дневник о прохождения квалификационной практики в сбербанке http://t.co/J56yo87QKS,sberbank
1324,Сбербанк организовал семинар для предпринимателей с участием Ирины Хакамады,sberbank
1325,"Такое чувство ,что бабушки живут в Сбербанке. Очередь из одних бабушек за пенсией.",sberbank
1326,"Как назло именно последнюю квитанцию выкинул. И банкомат сбербанка меня уверяет, что последние оплаченные показания на 500 кВт меньше",sberbank
1327,"И так сбербанк,почта России,спср,билайн, мой персональный ад",sberbank
1328,номер операции на чеке сбербанка http://t.co/ed24mNq2XN,sberbank
1329,устала. весь день работы. еще эта огромная в 20 человек очередь в сбербанке. это просто жесть. выжата как лимон.,sberbank
1330,Сбербанк собрал для Кубани более 640 млн,sberbank
1331,Получаем карты Макса :) (at @Sberbank_russia) http://t.co/LLH040Ws44,sberbank
1332,Сбербанк онлайн выносит мозг,sberbank
1333,Дальневосточный Сбербанк представляет новинки монетного двора Австралии,sberbank
1334,"Сбербанк проводит акцию ""Снимайте наличные средства по кредитным картам без комиссии!"" http://t.co/tNvMRiqzWe #ннов",sberbank
1335,реквизиты сбербанка тольятти для перечисления на сберкнижку http://t.co/LOJxOy5aMJ,sberbank
1336,А Сбербанк призывает торопиться снимать наличные с кредитки без комиссии.,sberbank
1337,"Рождественский подарок от “Сбербанк России”
http://t.co/16abVRMkt0",sberbank
1338,RT @Sabina0508: #Дагестан дождался этого дня! Теперь за услуги ЖКХ можно будет оплачивать через Сбербанк-онлайн @sberbank http://t.co/rarMa…,sberbank
